age,gender,study_hours_per_day,sleep_hours,social_media_hours,gaming_hours,exercise_minutes,assignments_completed,attendance_percentage,stress_level,productivity_score
27,Female,8.98,5.76,0.89,5.71,115,15,76.29,5,56.83
22,Female,8.95,5.51,3.11,0.53,17,9,81.82,7,65.28
20,Male,4.18,9.22,0.44,1.77,18,7,67.95,9,50.95
23,Female,1.81,3.48,0.53,1.99,19,7,95.6,2,45.79
21,Female,3.91,8.89,1.77,2.89,42,6,61.41,8,38.7
26,Female,1.72,9.5,2.81,2.96,58,11,79.47,3,51.64
23,Other,3.39,6.94,5.55,4.93,44,11,71.99,5,50.97
24,Female,7.83,7.87,0.14,3.37,31,13,95.62,3,68.67
24,Female,3.27,9.03,2.52,4.4,70,12,68.79,4,48.44
17,Female,5.67,6.05,2.86,3.42,95,17,99.29,8,62.97
24,Male,1.63,9.15,2.48,1.48,80,14,57.23,7,38.34
22,Male,3.8,5.61,1.14,5.96,19,3,90.99,7,44.43
20,Male,0.88,5.15,6.89,4.65,8,1,99.18,6,24.17
29,Other,5.71,9.88,2.57,2.56,64,7,48.82,7,57.16
28,Male,3.8,3.22,6.76,3.32,4,15,61.57,10,32.37
24,Male,8.78,5.24,1.52,2.61,58,9,82.38,6,71.14
19,Male,4.23,6.21,5.78,0.14,9,16,93.74,3,51.28
29,Male,5.8,5.18,1.6,0.58,56,4,84.77,6,49.34
20,Male,9.78,4.98,2.74,0.37,35,0,46.54,2,69.64
22,Female,6.61,5.59,5.42,2.05,66,9,73.08,5,60.14
27,Male,5.25,5.79,4.38,5.28,59,19,61.21,2,41.28
23,Female,1.43,3.5,2.13,3.47,109,7,46.18,1,24.9
20,Female,8.3,8.43,7.05,1.98,64,12,80.08,9,65.49
20,Female,6.6,4.18,3.78,3.66,90,17,63.23,6,62.6
23,Male,1.53,3.29,6.31,1.37,33,7,40.02,7,25
22,Female,2.83,7.13,6.9,1.71,18,3,49.62,10,48.56
29,Female,5.61,7.68,3.6,4.01,70,4,94.12,10,62.22
27,Male,0.93,8.32,2.66,1.23,66,18,90.3,1,50.51
24,Female,7.32,3.61,4.43,4.14,52,1,96.24,9,46.63
17,Female,2.66,4.2,0.66,5.01,104,11,68.19,8,22.04
26,Female,5.15,4.28,5.47,0.77,11,15,81.28,6,49.5
29,Male,2.8,7.16,6.03,1,8,10,73.16,5,57.39
27,Female,5.15,9.23,0.85,2.14,0,11,72.34,6,54.64
23,Female,2.3,7.94,2.37,0.44,82,18,56.65,6,24.91
28,Male,6.14,5.2,6.14,3.31,35,15,91.52,7,41.28
23,Female,9.15,8.97,2.53,4.36,109,13,51.58,5,71.17
27,Male,8.17,7.69,4.91,1.7,61,11,78.47,9,55.27
23,Female,2.79,7.82,4.81,4.5,13,1,96.3,7,37.1
23,Male,5.23,9.7,2.07,2.22,13,11,81.6,3,65.78
26,Male,4.52,9.65,6.13,3.02,23,16,77.42,2,52.06
26,Female,9.67,5.7,3.95,2.31,42,15,59.55,4,76.5
24,Female,8.09,7.45,0.96,5.18,14,19,67.77,9,71.78
25,Male,1.52,4.41,0.81,5.13,12,6,43.64,1,28.29
25,Male,2.1,5.88,7.34,5.52,43,0,42.44,5,44.12
18,Female,7.17,4.91,3.06,1.2,106,5,40.23,9,49.73
29,Female,2.02,5.57,4.43,3.01,55,4,62.3,5,28.98
29,Female,9.53,7.73,5.13,4.37,42,8,40.39,5,75.52
23,Female,9.93,4.47,5.79,3.07,48,17,81.81,10,61.25
23,Female,7.89,4.26,3.31,4.45,48,15,85.09,8,51.02
20,Female,0.75,5.66,3.91,3.06,78,2,72.09,9,14.27
25,Male,5.09,3.69,5.85,4.61,66,15,62.41,8,43.89
24,Female,4.36,8.7,5.26,2,74,15,40.94,10,33.07
28,Male,8.1,9.71,4.94,2.85,2,18,91.04,6,77.47
17,Female,3.23,8.61,3.1,2.49,42,6,84.81,1,62.58
18,Male,4.17,6.72,7.73,0.82,117,2,53.6,10,56.94
29,Male,1.39,7.72,1.48,5.59,83,7,67.42,2,40.06
29,Male,3.76,8.64,0.93,1.39,20,17,98.67,1,74.64
18,Male,9.75,3.48,2.29,0.07,113,15,81.73,3,77.35
28,Male,9.45,5.93,2.01,4.11,52,2,57.27,5,67.42
28,Female,7.63,4.01,7.69,1.96,78,8,59.24,8,51.61
27,Male,9.12,3.64,0.07,2.19,46,4,95.85,4,50.99
24,Female,2.51,8.31,7.04,5.68,104,2,67.63,8,48.57
17,Female,6.41,9.01,3.25,5.88,21,18,53.76,9,42.49
20,Female,5.25,3.59,4.54,0.37,13,4,72.82,2,34.17
26,Female,4.52,4.25,5.55,0.24,59,3,83.73,8,28.98
28,Male,3.59,4.55,0.36,4.51,49,11,69.76,5,30.34
21,Male,8.73,9,4.14,5.73,115,19,57.15,6,69.23
25,Female,5.1,9.39,0.32,1.15,108,14,78.21,4,57.19
23,Female,7.38,8.35,0.79,5.7,41,0,82.26,5,77.43
24,Female,7.21,8.57,5.02,1.23,71,7,74.51,5,58.54
27,Female,1.79,5.4,2.2,4.26,14,1,55.2,2,32.45
25,Male,0.96,5.86,1.14,0.36,64,17,43.27,10,15.72
29,Female,8.48,4.96,0.4,1.59,44,16,52.96,7,54.17
23,Male,5.16,9.71,6.43,2.31,116,11,63.43,8,48.65
21,Female,8.2,8.09,5.07,3.58,1,8,83.65,8,82.16
29,Male,3.32,5.39,0.26,5.44,92,11,95.63,3,51.5
21,Female,8.69,3.95,5.07,5.01,119,10,80.79,6,55.05
26,Male,8.39,4.36,0.83,2.43,15,8,40.37,2,60.8
27,Female,4.13,4.43,2.62,3.17,19,7,77.43,3,51.22
22,Other,4.41,7.3,5.28,4.08,75,16,45.7,7,40.01
21,Male,3.83,9.32,2.28,0.22,33,15,88.27,6,49.43
29,Male,0.83,9.08,6.07,2.71,116,15,59.02,3,38.56
28,Male,7.03,3.49,4.15,3.92,54,7,55.73,7,41.46
27,Female,3.09,7.96,1.99,5.71,29,2,70.04,8,36.75
25,Male,8.9,4.17,4.45,4.88,28,18,69.4,5,62.83
19,Female,9.03,5.17,0.27,1.01,97,5,50.57,7,48.32
19,Male,7.36,6.81,3.51,4.34,28,11,92.8,6,62.16
23,Female,2.22,8.89,2.6,0.92,96,16,97.41,1,56.05
23,Female,1.35,4.66,3.35,2.69,85,4,52.21,1,44.33
22,Female,8.26,9.12,4.89,4.08,16,19,56.06,7,83.99
19,Female,8.98,8.14,3.39,2.38,45,15,43.17,5,64.04
29,Male,3.84,7.72,4.44,3.84,51,11,65.62,2,41.97
23,Female,3.85,3.93,0.89,5.64,52,6,60.85,4,44.27
21,Female,4.21,6.32,2.48,2.91,52,18,57.77,7,24.37
23,Female,8.36,4.93,3.38,4.71,16,4,94.88,9,63.15
18,Male,7.22,7.12,0.43,0.99,100,16,58.61,4,57.04
22,Female,1.66,7.72,7.59,5.76,106,4,61.92,10,27.72
24,Other,6.53,3.46,7.25,3.94,89,19,64.56,7,44.29
17,Other,0.59,7.51,2.67,4.2,11,7,60.19,6,29.19
20,Female,7.25,6.49,5.02,5.87,3,11,79.6,8,66.3
27,Male,7.76,8.87,3.79,2.33,22,11,96.01,1,67.9
17,Male,8.24,8.55,4.5,2.53,48,14,43.47,10,78.21
17,Male,6.44,5.89,0.97,3.4,22,11,43.82,2,50.27
26,Male,2.22,9.83,4.34,2.25,53,8,99.96,10,48.04
28,Male,8.04,7.11,2.03,0.42,57,2,86.3,8,58.5
27,Male,9.05,9.75,4.89,3.17,62,17,62.35,5,89.25
24,Female,6.52,8.03,6.14,0.31,6,18,71.12,9,56.89
23,Other,3.11,5.85,7.22,2.98,43,13,86.62,1,50.98
28,Female,2.2,4.64,0.27,0.5,105,19,45.93,6,33.52
26,Male,2.7,6.26,4.19,4.86,37,4,60.16,10,25.7
29,Female,0.66,9.55,3.27,1.64,50,19,84.53,6,38.48
17,Male,0.6,3.91,1.8,4.03,30,13,78.92,5,33.41
27,Female,3.32,6.22,2.11,3.91,118,14,64.14,1,34.08
29,Female,9.27,5.43,6.59,1.9,19,4,63.96,3,70.51
18,Male,6.4,9.07,5.9,2.95,74,7,97.21,7,56.67
20,Female,4.17,8.63,7.23,5.16,31,2,86.61,4,43.22
17,Male,0.6,6.86,6.28,5.33,9,18,98.53,7,15.64
19,Female,9.9,5.91,0.45,1.46,67,0,70.41,5,60.17
24,Male,4.83,7.79,0.89,3.09,92,14,76.2,3,61.49
24,Female,9.92,9.67,5.43,3.49,35,3,81.61,5,89.37
24,Male,7.34,3.71,5.27,5.18,62,4,63.99,8,52.02
22,Female,0.99,9.29,7.14,0.69,94,6,62.05,8,33.36
22,Female,8.66,5.06,4.21,1.35,40,1,41.01,5,62.27
21,Female,5.54,3.03,4.61,1.19,12,11,62.27,5,39.26
29,Female,4.8,8.19,4.18,4.29,107,11,53.62,10,46
25,Male,7.7,8.52,5.43,0.87,88,3,63.08,2,59.73
20,Female,7.86,5.13,3.16,2.57,35,5,62.33,10,35.76
26,Other,8.07,8.45,4.91,5.56,77,8,55.84,10,49.2
28,Female,7.73,8.59,3.93,5.91,7,7,90.38,5,68.94
28,Male,6.59,7.73,7.57,3.21,12,18,97.67,6,51.41
28,Male,6.92,3.27,3.35,5.92,105,9,72.32,3,54.5
23,Female,8.66,7.67,1.02,1.18,17,5,93.28,10,67.2
17,Female,7.06,9.53,6.58,2.23,43,7,88.94,2,83.27
25,Male,1.46,7.34,4.03,4.59,96,0,95.78,4,50.54
23,Female,6.63,5.57,1.29,3.34,119,14,95.61,8,71.91
26,Female,2.11,6.94,7.42,2.68,55,12,43.24,8,42.57
28,Male,0.64,9.95,0.98,5.75,15,13,53.78,8,22.79
25,Male,2.53,6.31,0.55,1.73,69,11,73.98,3,59.01
23,Female,1.97,8.89,2.14,4.78,71,12,81.91,7,35.76
18,Male,1.47,3.97,5.24,0.74,84,16,91.73,4,39.67
22,Male,2.54,3.4,0.9,5.22,51,12,43.59,2,34.27
26,Male,5.85,5.73,7.74,1.59,59,15,44.6,10,53.88
28,Male,1.94,3.96,4.28,1.74,103,11,50.97,8,17.53
27,Female,3.15,5.31,4.59,2.95,5,1,90.97,6,39.18
20,Male,8.57,8.01,7.6,0.37,63,12,58.55,3,85.91
19,Male,8.94,6.12,3.74,0.38,73,7,44.71,8,73.38
18,Female,3.66,5.25,5.57,5.35,90,17,87.95,2,52.63
22,Male,9.04,9.24,0.29,2.67,52,4,51.54,2,85.66
24,Male,6.06,3.07,0.3,0.02,22,0,47.55,2,41.54
22,Female,2.65,8.7,5.94,3.31,3,15,60.85,4,61.2
25,Female,7.67,7.35,7.5,3.34,118,6,83.39,10,62.37
21,Male,9.26,3.33,5.79,4.32,51,15,50.21,3,53.08
18,Male,6.76,3.24,1.24,5.46,10,15,69.66,2,56.14
24,Female,2.41,4.2,6.62,4.79,43,19,61.23,3,40.77
25,Female,1.32,9.84,4.73,4.57,25,17,40.37,8,38.56
26,Male,2.68,3.6,0.52,1.45,19,1,60.24,2,26.89
20,Male,3.72,8.17,3.09,2.02,5,7,69.13,1,45.22
22,Male,3.67,5.81,6.2,5,101,7,52.28,4,48.62
27,Female,5.24,4.66,1.65,0.38,55,12,53.6,2,35.89
26,Male,5.3,7.03,6.59,0.68,44,18,46.28,1,51.47
24,Female,4.98,5.58,4.6,2.38,101,16,57.28,2,45.71
25,Female,3.77,5.17,3.61,2.69,108,9,77.58,4,55.35
28,Female,1.51,4.68,0.02,3.05,114,4,83.56,3,40.59
21,Female,4.47,6.2,2.08,5.2,45,12,96.27,10,30.27
28,Male,9.86,4.19,6.55,3.22,21,13,91.33,8,75.92
22,Female,6.71,8.96,0.85,0.48,92,5,46.45,3,67.8
27,Male,4.68,7.14,4.07,1.36,89,18,84.84,10,48.21
20,Male,1.29,3.44,0.25,4.8,16,15,72.32,1,28.88
21,Male,2.53,6.2,2.08,5.65,90,17,72.41,5,27.3
23,Male,5.96,7.41,1.32,2.41,100,2,58.61,3,65.65
25,Female,5.23,9.03,3.34,2.46,101,8,68.1,8,56.96
26,Female,0.68,3.16,4.76,5.74,19,5,83.03,2,27.43
27,Female,1.32,6.19,3.51,4.23,100,10,85.76,7,31.05
29,Male,3.88,7.94,6.57,0.34,29,11,67.02,9,44.43
22,Female,1.84,4.37,1.36,3.95,81,12,82.31,7,26.34
22,Male,9.6,4.55,4.96,3.6,37,17,82.56,4,68.92
24,Male,0.82,6.43,6.87,0.53,68,13,94.73,3,32.93
27,Female,9.75,9.19,4.8,2.19,60,3,65.52,8,57.98
20,Male,6.74,5.79,3.6,1.07,14,13,54.19,8,61.35
19,Female,4.37,6.39,5.89,1.82,37,4,60.84,4,55.64
23,Male,5.62,7.45,0.74,1.53,30,11,65.28,4,44.5
21,Male,4.4,5.18,7.72,3.1,103,13,51.79,1,59.99
18,Female,5.95,9.07,2.71,2.07,105,16,47.01,6,73.1
18,Other,1.94,9.73,1.6,3.7,109,8,94.79,9,36.07
27,Male,1.64,7.55,7.67,3.66,16,18,57.52,5,50.13
22,Female,5.52,7.47,0.04,0.69,14,16,96.25,7,60.16
24,Female,1.18,7.71,6.3,5.33,13,6,82.36,10,39.21
17,Male,3.28,4.36,3.35,2.76,55,8,58.19,9,35.01
27,Female,9.31,8.13,6.49,0.2,59,0,58.68,8,72.53
22,Male,8.82,5.43,6.87,1.01,116,5,57.42,3,57.41
28,Male,8.4,9.95,2.52,4.78,19,10,66.7,10,55.81
18,Male,5.32,8.27,7.11,5.82,117,2,43.26,5,53.2
18,Female,0.76,7.09,7.92,5.05,45,19,46.59,9,13.67
23,Male,1.65,9.39,7.59,4.62,100,14,41.44,4,42.27
26,Male,9.23,9.79,4.23,5.64,40,8,44.44,7,77.59
17,Male,8.45,8.73,1.6,3.33,64,2,65.59,8,60.79
22,Male,4.08,8.3,6.46,1.15,12,6,43.04,9,41.77
23,Male,7.43,3.42,7.53,4.26,92,4,64.71,7,47.29
24,Female,8.62,7.94,7.69,0.68,43,16,91.13,4,78.39
23,Male,6.39,5.35,6.98,0.87,64,14,64.01,9,35.07
22,Male,8.61,9.51,1.72,3.85,79,1,54.03,1,59.42
25,Female,2.82,7.28,5.16,1.26,13,15,60.6,4,42.67
29,Female,4.89,5.59,7.38,4.04,9,6,72.96,8,43.36
19,Male,6,5.37,3.9,0.29,85,2,43.04,8,39.7
27,Male,6.5,6.88,6.53,0.37,58,18,67.27,7,67.78
22,Male,9.88,6.44,0.84,2,71,0,74.34,7,67.81
20,Female,8.54,5.74,6.17,5.02,36,4,89.08,7,56.55
18,Male,1.02,4.46,0.52,0.78,109,10,79.4,3,27.29
17,Male,2.11,8.58,4.41,2.38,92,15,62.71,10,20.31
28,Male,6.74,6.03,3.43,5.71,55,1,89.37,9,57.86
28,Male,2.78,3.69,1.47,1.31,83,4,46.25,2,16.67
17,Female,2.01,3.6,3.5,0.43,6,15,55.21,2,22.84
27,Male,6.83,4.67,5.76,2.83,47,19,73.51,7,56.44
26,Male,5.6,6.87,6.09,0.56,52,17,94.47,2,73.72
19,Female,8.15,4.04,7.37,0.63,13,14,65.69,7,56.6
20,Female,3.53,4.51,5.58,1.3,49,9,91.57,4,47.47
18,Male,3.63,6.51,7.97,1.19,32,17,55.58,8,26.38
29,Male,1.93,4.52,2.29,4.02,33,19,64.73,6,28.76
28,Male,6.7,9.01,1.24,3.68,60,4,66.77,6,75.97
27,Male,7.23,7.13,0.78,5.5,51,0,74.97,4,55.18
27,Male,1.82,3.6,4.68,5.6,96,9,87.95,10,34.75
27,Male,2.91,3.98,2.77,1.03,81,13,95.67,7,32.65
17,Female,1.97,4.37,1.63,4.32,47,3,65.48,7,24.3
20,Other,7.6,7.41,1.7,5.8,17,6,66.97,4,54.67
23,Female,2.49,3.74,2.78,3.69,11,8,46.32,6,36.11
26,Male,1.95,3.3,5.49,5.16,100,15,82.47,3,15.06
27,Female,1.16,8.1,4.81,5.58,77,18,65.1,1,46.7
22,Female,8.4,6.35,6.34,1.22,117,7,79.45,5,61.2
22,Female,1.68,8.94,2.54,5.72,15,5,76.17,6,37.8
27,Female,0.78,8.55,5.71,4.54,48,2,40.35,2,26.78
25,Female,1.11,4.91,6.96,2.37,24,2,42.4,4,20.06
18,Male,3.98,4.35,6.71,1.92,100,3,92.09,8,45.02
20,Male,6.17,6.61,5.27,2.71,64,11,49.82,4,35.16
21,Male,4.28,3.56,6.8,5.26,78,7,68.52,1,26.41
17,Male,4.83,7.43,0.71,3.15,106,18,61.19,8,55.07
24,Male,9.23,3.09,3.82,1.36,47,8,73.47,7,58.89
24,Female,7.71,8.62,2.25,4.51,88,12,58.61,4,80.2
22,Female,3.74,9.23,3.91,2.74,27,10,64.97,4,47.07
28,Female,1.97,9.97,1.01,3.28,63,4,50.24,5,39.86
21,Male,7.62,5.41,0.89,1.79,23,11,69.83,1,44.98
24,Male,5.95,6.93,0.88,1.18,26,10,92.08,2,68.16
19,Female,9.64,9.04,0.73,3.37,25,5,97.22,9,80.03
19,Female,9.13,6.23,3.9,0.11,26,17,52.33,3,73.81
18,Female,5.85,5.3,0.96,2.65,119,18,48.97,5,49.36
21,Male,1.16,3.34,6.71,1.36,84,9,50.81,10,0
19,Female,0.79,5.76,2.29,3.54,95,2,65.11,7,19.35
19,Male,8.46,3.55,7.66,5.65,23,18,45.46,9,58.25
22,Female,7.13,5.54,4.54,5.48,64,18,89.17,3,73.6
24,Female,5.82,5.4,5.07,2.99,39,5,55.72,5,50.01
18,Male,7.04,7.53,4.98,3.06,41,19,65.8,5,58.18
20,Female,5.63,5.56,2.67,0.34,77,0,53.71,5,44.73
27,Female,5.99,5.69,6.96,1.76,113,0,51.35,1,49.26
23,Female,2.65,5,7.94,3.11,67,6,41.54,4,25.94
17,Other,4.83,7.26,1.29,3.2,67,15,66.29,9,48.94
17,Male,0.61,5.73,3.94,2.6,15,16,92.29,6,17.52
28,Male,6.85,9.64,4.03,3.47,118,18,54.11,4,73.65
29,Female,3.66,9.24,6.26,5.21,108,0,50.33,6,47.99
26,Female,6.74,4.66,3.44,4.24,83,19,65.72,3,55.53
23,Other,9.3,5.83,5.42,1.89,95,0,94.26,5,69.98
23,Female,6.12,7.44,2.87,3.48,37,13,61.26,7,60.77
17,Male,3.62,3.11,0.5,1.67,42,16,63.57,8,46.72
17,Male,2.47,4.59,3.68,0.02,108,1,93.31,2,38.26
20,Female,2.89,5,6.04,5.92,96,14,67.26,10,38.48
21,Female,9.88,5.82,5.18,0.46,109,15,77.07,6,63.85
21,Female,6.35,9.23,4.21,2,76,13,54.86,8,55.96
20,Male,4.69,3.67,7.31,5.77,80,16,69.91,3,39.64
24,Female,2.69,3.46,3.85,4.68,91,13,78,7,39.4
23,Female,7.84,7.65,2.9,3.14,26,11,64.35,10,48.72
25,Male,4.18,5.55,3.17,0.48,16,2,93.97,6,28.1
23,Male,3.36,4.24,5.79,5.75,72,6,76.36,5,48.03
26,Female,2.61,7.91,2.63,0.29,92,14,94.37,5,58.03
17,Female,2.26,4.7,5.12,5.56,1,13,52.84,6,18.97
29,Male,3.1,6.96,3.09,0.08,90,5,41.38,6,34.69
23,Male,6.46,5.86,4.61,3.45,30,1,58.05,2,56.38
17,Male,2.78,5.53,1.84,1.82,105,13,95.09,3,38.69
23,Male,1.08,8.05,1.59,2.66,63,4,89,7,42.66
26,Male,3.91,7.29,4.32,5.71,108,2,75.85,2,50.02
24,Female,6.06,6.6,2.15,3.48,25,17,79.51,7,46.16
27,Male,1.07,3.9,0.78,5.67,74,13,94.52,5,24.57
25,Female,4.8,7.1,2.11,1.05,73,18,90.31,7,46.33
28,Male,1,7.85,3.16,1.25,102,16,87.85,3,50.63
19,Male,7.8,8.7,2.55,3.44,10,17,42.16,4,61.89
20,Female,8.78,5.1,4.86,0.26,26,14,71.61,4,73.62
20,Female,9.66,4.85,2.86,0.6,82,18,67.8,7,62.16
28,Male,7.07,8.24,1.53,5.81,79,5,99.03,1,53.75
25,Female,6.5,6.27,7.28,0.61,24,11,70.05,4,53.52
29,Male,7.09,5.84,4.63,4.55,91,17,50.06,2,43
23,Male,8.62,4.12,1.83,4.18,100,8,45.93,3,58.21
19,Female,8.17,6.04,2.65,4.52,84,19,46.96,9,49.07
26,Female,4.67,8.08,4.56,3.42,38,3,91.65,3,68.47
21,Male,6.69,6.15,1.03,3.29,94,13,63.42,1,61.88
23,Male,2.04,9.11,3.07,3.46,119,17,73.7,10,40.71
24,Female,7.1,3.03,1.49,0.17,11,4,94.53,6,59.41
17,Male,7.44,4.26,2.92,4.43,18,16,98.34,6,65.8
28,Female,8.11,7.3,3.49,2.21,77,12,93.7,5,76.96
18,Male,8.27,7.7,4.4,4.5,46,1,73.49,7,68.1
23,Female,4.68,4.93,0.18,5.52,29,11,49.37,10,42.66
27,Male,9.08,9.59,5.54,1.11,96,19,53.72,10,49.95
29,Other,9.82,5.31,7.29,1.59,32,15,93.98,9,77.24
29,Male,9.79,5.88,2.42,2.51,24,1,80.86,2,60.76
18,Female,6.06,9.83,0.83,4.47,92,6,47.6,3,62.04
23,Male,5.82,6.35,7.22,1.92,86,14,68.99,4,36.52
25,Male,4.84,7.29,3.41,3.26,37,6,52.02,1,44.61
27,Male,3.35,6.78,5.5,3.8,117,4,45.46,10,39.82
18,Female,3.67,4.24,4.91,1.81,70,11,78.8,9,48.7
23,Male,2.55,9.94,6.84,0.04,49,1,79.25,7,45.45
20,Male,9.58,3.41,3.9,2.29,13,14,47.15,5,63.3
27,Male,6.39,9.88,5.62,0.92,84,1,80.31,9,57.94
29,Other,9.38,6.28,0.38,4.95,30,18,72.92,8,76.91
18,Male,4.18,4.33,0.08,4.59,60,2,74.4,4,50.04
29,Male,3.33,4.17,6.22,4.52,2,10,59.86,7,46.24
23,Female,1.76,7.59,6.16,4.1,102,0,66.92,4,29.11
29,Female,3.35,7.98,1.22,0.94,81,17,44.51,8,37.82
21,Male,8.96,9.29,4.94,4.51,15,13,95.08,10,77.65
17,Female,6.03,4.66,2.68,3.78,14,14,42.02,4,54.12
21,Male,4.8,6.03,1.57,5.4,1,18,68.89,3,36.15
28,Male,5.9,9.8,7.51,2.36,42,19,75.83,3,67.2
28,Female,8.98,6,7.47,4.95,26,6,51.77,9,64.53
19,Female,2.33,6.22,5.4,2.39,88,0,99.41,2,49.21
23,Male,9.67,5.02,7.96,0.13,25,18,42.93,10,63.48
22,Male,6.83,9.1,1.42,5.06,60,18,43.48,2,71.95
24,Male,8.63,5.56,6.63,3.8,51,9,54.31,9,45.83
29,Female,5.49,7.45,4.49,1.88,4,3,86.91,1,59.43
21,Other,2.75,4.28,1.45,3.93,99,8,90.86,7,39.95
18,Male,5.89,7.31,5,2.21,38,3,56.75,5,58.46
25,Female,1.15,9.54,7.94,1.21,42,2,70.66,6,39.95
27,Male,8.6,8.44,1.78,5.44,35,8,63.13,7,68.36
24,Female,6.67,3.47,3.74,1.18,32,14,89.07,4,53.09
22,Male,3.19,7.44,0.79,1.77,13,11,55.72,9,52.35
29,Female,3.11,6.91,2.11,3.92,111,15,78.91,9,44.72
26,Male,9.08,5.37,2.37,4.35,54,16,70.82,1,75.99
23,Female,8.49,8.9,4.59,2.6,93,8,91.71,9,73.55
25,Male,7.75,8.54,0.53,1.44,4,16,58.49,10,66.09
23,Male,4.44,7.54,7.07,1.11,33,6,56.37,10,61.89
19,Female,8.79,8.21,7.68,3.65,67,11,58.2,7,67.6
22,Male,2.85,4.35,5.44,0.23,107,17,63.86,7,35.97
27,Male,0.73,9.44,5.36,2.46,26,1,64.98,1,34.59
29,Female,4.61,7.68,2.4,4.84,15,8,57.19,5,55.19
27,Female,9.24,6.27,7.14,5.57,63,13,72.87,5,73.42
23,Male,5.93,4.35,6.56,1.52,104,6,97.58,5,56.72
18,Male,2.68,7.78,0.95,4.66,11,4,92.9,6,38.91
19,Male,6.68,3.68,5.73,1.5,58,1,77,6,45.89
20,Female,7.58,5.24,1.01,1.52,27,1,93.06,5,48.08
26,Male,5.73,7.02,1.89,2.35,43,10,65.44,7,48
22,Male,8.5,7.52,6.57,0.86,11,19,81.88,2,80.38
17,Female,6.13,3.12,3.81,1.3,11,1,80.45,1,67.43
25,Male,1.41,3.06,3.63,2.54,92,19,86.61,6,28.95
21,Male,8.19,3.78,2.03,4.37,99,9,43.5,4,51.84
29,Female,1.89,8.38,4.94,3.8,44,14,51.8,6,24.56
28,Male,8.89,6.97,1.13,1.09,96,6,68.92,5,73.11
23,Female,5.46,7.26,6.38,0.73,107,16,66.3,3,50.9
25,Female,7.45,7.22,4.27,1.14,35,10,47.8,1,58.97
25,Male,9.73,3.26,6.76,1.69,4,9,44.41,8,61.22
17,Male,4.6,4.21,3.96,2.45,2,8,65.7,5,23.27
17,Female,4.87,8.1,2.35,5.26,2,4,48.22,7,43.25
19,Female,8.35,7.52,0.1,0.1,87,15,84.88,8,47.31
22,Male,1.55,6.12,3.29,3.84,25,1,54.59,3,51.86
18,Male,0.76,3.14,7.57,0.65,31,17,80.48,10,26.67
26,Female,6.24,5.92,6.69,4.52,83,15,93.62,5,47.8
28,Male,2.09,4.74,7.99,5.58,49,8,60.29,8,14.46
27,Female,2.93,7.88,1.25,0.19,89,1,62.41,7,39.83
17,Female,9.77,8.77,5.1,5.3,34,10,93.38,3,62.16
17,Male,6.7,6.53,1.07,3.84,53,0,86.87,3,55.64
29,Female,8.63,5.82,7.24,3.19,117,16,91.63,10,56.4
21,Female,9.03,4.91,2.78,3.36,114,7,70.5,7,63.57
20,Male,1.65,3.65,7.15,5.51,76,18,62.16,5,12.82
17,Female,9.31,5.6,1.62,1.09,68,14,80.72,10,69.26
20,Female,8.73,7.75,1.27,0.24,83,6,54.87,7,57.95
19,Male,0.93,7.66,1.43,5.24,60,3,74.37,3,39.93
18,Male,9.78,5.89,6.24,3.52,83,19,79.81,5,77.45
25,Female,4.85,9.76,6.91,0.93,6,15,69.01,7,64.7
27,Female,9.76,9.58,0.32,4.21,38,0,77.28,2,87.7
17,Other,8.33,9.13,1.19,5.44,6,19,92.24,5,69.27
23,Female,4.68,6.05,0.03,0.08,70,6,54.61,5,48.02
29,Male,5.36,8.23,0.48,3.9,78,19,41.96,7,60.48
20,Female,3.11,9.5,0.72,2.21,7,14,92.87,5,50.22
21,Male,5.13,8.16,2.36,0.44,84,7,76.75,4,59.04
26,Male,1.52,5.21,1.7,2.06,5,10,75.31,8,28.59
21,Male,9.13,3.48,5.3,5.6,115,5,75.38,7,47.03
17,Female,7.28,9.71,7.98,1.94,8,11,81.71,1,70.23
22,Male,8.15,9.95,5.29,3.64,9,1,73.04,5,62.18
29,Male,5.55,7.86,0,1.82,95,3,87.58,7,48.99
25,Male,1.69,5.21,1.04,2.07,92,2,65.37,2,45.76
18,Male,5.6,9.06,0.88,2.95,63,4,75.35,4,72.06
23,Female,3.63,9.67,3.34,5.55,31,11,80.74,1,52.33
22,Other,0.6,6.55,2.23,2.18,72,8,85.65,10,19.15
21,Female,6.34,5.18,7.71,2.58,61,16,66.9,2,57.9
20,Female,8.61,5.84,1.36,5.32,48,5,49.35,6,72.18
20,Female,7.25,3.52,5.33,2.78,39,5,62.06,10,59.19
22,Female,2.62,6.96,1.31,4.76,15,7,71.93,10,46.4
20,Female,8.28,5.65,4.34,0.17,93,5,96.46,2,74.82
21,Male,3.44,9.19,0.2,0.79,56,13,87.47,4,62.76
29,Male,2.58,4.93,0.39,4.06,32,16,96.08,4,40.16
22,Male,9.63,3.06,0.25,4.67,98,2,92.78,5,59.55
21,Male,0.66,8.16,1.25,4.64,71,10,63.8,6,24.89
23,Male,2.09,3.05,0.03,3.28,6,18,62.77,7,31.78
25,Female,4.94,6.82,3.94,1.37,9,9,79.48,8,47.54
26,Female,2.09,4.27,3.1,1.46,19,4,61.37,8,29.54
23,Male,2.09,7.27,0.5,1.19,107,4,80.55,1,32.49
